"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
61,1,1,1,1,1,0,0,20201015,20201212
62,0,0,0,0,1,0,0,20201015,20201212
63,0,0,0,0,1,1,0,20201015,20201212
64,0,0,0,0,0,0,0,20201015,20201212
65,1,1,1,1,1,0,0,20201015,20201212
66,1,1,1,1,1,0,0,20201015,20201212
67,1,1,1,1,1,1,1,20201015,20201212
68,1,1,1,1,1,0,0,20201015,20201212
69,1,1,1,1,1,1,0,20201015,20201212
70,0,0,0,0,1,1,0,20201015,20201212
71,0,0,0,0,0,0,1,20201015,20201212
72,0,0,0,0,0,0,0,20201015,20201212
73,1,1,1,1,1,0,0,20201015,20201212
74,1,1,1,1,1,1,1,20201015,20201212
75,0,0,0,0,0,0,0,20201015,20201212
76,0,0,0,0,1,1,0,20201015,20201212
77,0,0,0,0,0,0,0,20201015,20201212
78,0,0,0,0,1,0,0,20201015,20201212
79,0,0,0,0,0,1,1,20201015,20201212
80,0,0,0,0,0,1,0,20201015,20201212
81,0,0,0,0,0,0,0,20201015,20201212
82,0,0,0,0,1,0,0,20201015,20201212
83,0,0,0,0,0,0,0,20201015,20201212
84,0,0,0,0,0,0,0,20201015,20201212
85,0,0,0,0,0,1,1,20201015,20201212
86,0,0,0,0,0,1,0,20201015,20201212
87,0,0,0,0,0,1,0,20201015,20201212
88,0,0,0,0,0,0,0,20201015,20201212
89,1,1,1,1,1,0,0,20201015,20201212
90,1,1,1,1,1,1,0,20201015,20201212
91,1,1,1,1,1,1,0,20201015,20201212
92,0,0,0,0,0,1,0,20201015,20201212
93,1,1,1,1,1,1,1,20201015,20201212
94,0,0,0,0,0,1,1,20201015,20201212
95,1,1,1,1,1,1,1,20201015,20201212
96,1,1,1,1,1,1,1,20201015,20201212
97,0,0,0,0,0,0,0,20201015,20201212
98,1,1,1,1,1,0,0,20201015,20201212
99,1,1,1,1,1,1,0,20201015,20201212
100,0,0,0,0,0,1,0,20201015,20201212
101,1,1,1,1,1,1,0,20201015,20201212
102,1,1,1,1,1,1,1,20201015,20201212
103,1,1,1,1,1,1,1,20201015,20201212
104,0,0,0,0,0,1,1,20201015,20201212
105,1,1,1,1,1,1,1,20201015,20201212
106,0,0,0,0,0,1,1,20201015,20201212
107,0,0,0,0,0,1,1,20201015,20201212
108,0,0,0,0,0,1,0,20201015,20201212
109,1,1,1,1,1,1,1,20201015,20201212
110,1,1,1,1,1,0,0,20201015,20201212
111,1,1,1,1,1,1,0,20201015,20201212
112,1,1,1,1,1,0,1,20201015,20201212
113,0,0,0,0,0,0,0,20201015,20201212
114,0,0,0,0,0,1,1,20201015,20201212
115,0,0,0,0,0,0,1,20201015,20201212
116,1,1,1,1,1,0,1,20201015,20201212
117,1,1,1,1,1,0,0,20201015,20201212
118,0,0,0,0,0,0,0,20201015,20201212
119,1,1,1,1,1,0,0,20201015,20201212
120,0,0,0,0,0,1,1,20201015,20201212
121,1,1,1,1,1,0,1,20201015,20201212
122,0,0,0,0,0,1,0,20201015,20201212
123,1,1,1,1,1,1,0,20201015,20201212
124,0,0,0,0,0,1,0,20201015,20201212
125,1,1,1,1,1,1,1,20201015,20201212
126,1,1,1,1,1,0,0,20201015,20201212
127,0,0,0,0,0,0,1,20201015,20201212
128,1,1,1,1,1,1,0,20201015,20201212
129,0,0,0,0,0,1,1,20201015,20201212
130,1,1,1,1,1,0,1,20201015,20201212
131,1,1,1,1,1,0,1,20201015,20201212
132,0,0,0,0,0,1,0,20201015,20201212
133,1,1,1,1,1,1,0,20201015,20201212
134,1,1,1,1,1,1,0,20201015,20201212
135,1,1,1,1,1,0,0,20201015,20201212
136,1,1,1,1,1,1,1,20201015,20201212
137,0,0,0,0,0,1,0,20201015,20201212
138,1,1,1,1,1,1,0,20201015,20201212
139,1,1,1,1,1,1,0,20201015,20201212
140,1,1,1,1,1,1,0,20201015,20201212
141,0,0,0,0,0,1,1,20201015,20201212
142,1,1,1,1,1,1,1,20201015,20201212
143,1,1,1,1,1,1,1,20201015,20201212
144,0,0,0,0,0,1,0,20201015,20201212
145,0,0,0,0,0,0,0,20201015,20201212
146,0,0,0,0,0,0,0,20201015,20201212
147,0,0,0,0,0,0,0,20201015,20201212
148,1,1,1,1,1,1,1,20201015,20201212
149,0,0,0,0,0,0,0,20201015,20201212
150,0,0,0,0,0,1,1,20201015,20201212
151,0,0,0,0,0,1,1,20201015,20201212
152,1,1,1,1,1,1,0,20201015,20201212
153,0,0,0,0,0,0,0,20201015,20201212
154,0,0,0,0,0,1,0,20201015,20201212
155,0,0,0,0,1,1,0,20201015,20201212
156,1,1,1,1,1,1,1,20201015,20201212
157,0,0,0,0,0,1,1,20201015,20201212
158,0,0,0,0,0,1,1,20201015,20201212
159,0,0,0,0,0,1,0,20201015,20201212
160,1,1,1,1,1,1,1,20201015,20201212
161,0,0,0,0,0,0,0,20201015,20201212
162,0,0,0,0,0,0,0,20201015,20201212
163,0,0,0,0,1,1,0,20201015,20201212
164,0,0,0,0,0,1,0,20201015,20201212
165,0,0,0,0,0,0,0,20201015,20201212
166,1,1,1,1,0,0,1,20201015,20201212
167,0,0,0,0,0,1,0,20201015,20201212
168,0,0,0,0,1,0,0,20201015,20201212
169,0,0,0,0,0,0,0,20201015,20201212
170,0,0,0,0,0,0,1,20201015,20201212
171,0,0,0,0,0,1,0,20201015,20201212
172,0,0,0,0,0,0,0,20201015,20201212
173,0,0,0,0,0,0,0,20201015,20201212
174,1,1,1,1,1,0,1,20201015,20201212
175,1,1,1,1,0,0,1,20201015,20201212
176,0,0,0,0,0,0,1,20201015,20201212
177,0,0,0,0,1,1,0,20201015,20201212
178,1,1,1,1,1,1,0,20201015,20201212
179,1,1,1,1,1,1,0,20201015,20201212
180,1,1,1,1,1,1,0,20201015,20201212
181,0,0,0,0,0,1,0,20201015,20201212
182,1,1,1,1,0,0,0,20201015,20201212
183,0,0,0,0,0,0,1,20201015,20201212
184,0,0,0,0,0,1,0,20201015,20201212
185,0,0,0,0,0,0,1,20201015,20201212
186,0,0,0,0,0,1,0,20201015,20201212
187,0,0,0,0,0,0,0,20201015,20201212
188,0,0,0,0,0,1,0,20201015,20201212
189,0,0,1,0,0,0,0,20201015,20201212
190,0,1,1,1,0,0,0,20201015,20201212
191,0,0,0,0,0,0,0,20201015,20201212
192,0,0,0,0,0,0,1,20201015,20201212
193,1,0,0,0,1,0,0,20201015,20201212
194,1,0,1,1,1,0,0,20201015,20201212
195,1,1,1,1,1,1,1,20201015,20201212
196,1,1,1,1,1,1,1,20201015,20201212
197,0,0,0,0,0,0,0,20201015,20201212
198,1,1,1,1,1,1,1,20201015,20201212
199,0,0,0,0,0,0,0,20201015,20201212
200,1,1,1,1,1,1,0,20201015,20201212
201,0,0,0,0,0,1,0,20201015,20201212
202,1,1,1,1,1,0,0,20201015,20201212
203,0,0,0,0,0,0,0,20201015,20201212
204,1,1,1,1,1,1,1,20201015,20201212
205,0,0,0,0,0,0,0,20201015,20201212
206,0,0,0,0,0,0,0,20201015,20201212
207,0,0,0,0,0,0,0,20201015,20201212
208,1,1,1,1,1,1,1,20201015,20201212
209,1,1,1,1,1,0,0,20201015,20201212
210,1,1,1,1,1,1,1,20201015,20201212
211,1,1,1,1,1,1,1,20201015,20201212
212,0,0,0,0,0,0,0,20201015,20201212
213,0,0,0,0,0,0,0,20201015,20201212
214,0,0,0,0,0,0,0,20201015,20201212
215,0,0,0,0,0,0,0,20201015,20201212
216,0,0,0,0,0,0,0,20201015,20201212
217,0,0,0,0,0,0,0,20201015,20201212
218,0,0,0,0,0,0,0,20201015,20201212
219,0,0,0,0,0,0,0,20201015,20201212
220,0,0,0,0,0,0,0,20201015,20201212
221,0,0,0,0,0,0,0,20201015,20201212
222,0,0,0,0,0,0,0,20201015,20201212
223,0,0,0,0,0,0,0,20201015,20201212
224,0,0,0,0,0,0,0,20201015,20201212
225,0,0,0,0,0,0,0,20201015,20201212
226,0,0,0,0,0,0,0,20201015,20201212
227,0,0,0,0,0,0,0,20201015,20201212
228,0,0,0,0,0,0,0,20201015,20201212
229,0,0,0,0,0,0,0,20201015,20201212
230,0,0,0,0,0,0,0,20201015,20201212
231,0,0,0,0,0,0,0,20201015,20201212
232,0,0,0,0,0,0,0,20201015,20201212
233,0,0,0,0,0,0,0,20201015,20201212
234,0,0,0,0,0,0,0,20201015,20201212
235,0,0,0,0,0,0,0,20201015,20201212
236,0,0,0,0,0,0,0,20201015,20201212
237,0,0,0,0,0,0,0,20201015,20201212
238,0,0,0,0,0,0,0,20201015,20201212
239,0,0,0,0,0,0,0,20201015,20201212
240,0,0,0,0,0,0,0,20201015,20201212
241,0,0,0,0,0,0,0,20201015,20201212
242,0,0,0,0,0,0,0,20201015,20201212
243,0,0,0,0,0,0,0,20201015,20201212
244,0,0,0,0,0,0,0,20201015,20201212
245,0,0,0,0,0,0,0,20201015,20201212
246,0,0,0,0,0,0,0,20201015,20201212
247,0,0,0,0,0,0,0,20201015,20201212
248,0,0,0,0,0,0,0,20201015,20201212
249,0,0,0,0,0,0,0,20201015,20201212
250,0,0,0,0,0,0,0,20201015,20201212
251,0,0,0,0,0,0,0,20201015,20201212
252,0,0,0,0,0,0,0,20201015,20201212
253,0,0,0,0,0,0,0,20201015,20201212
254,1,1,1,1,1,1,0,20201015,20201212
255,1,1,1,1,1,0,0,20201015,20201212
256,0,0,0,0,0,1,1,20201015,20201212
257,0,0,0,0,0,0,0,20201015,20201212
258,0,0,0,0,0,0,0,20201015,20201212
259,0,0,0,0,0,0,0,20201015,20201212
260,0,0,0,0,0,0,1,20201015,20201212
261,0,0,0,0,0,0,0,20201015,20201212
262,1,1,1,1,1,1,1,20201015,20201212
263,0,0,0,0,0,0,0,20201015,20201212
264,0,0,0,0,0,0,0,20201015,20201212
265,0,0,0,0,0,0,0,20201015,20201212
266,0,0,0,0,0,0,0,20201015,20201212
267,0,0,0,0,0,0,0,20201015,20201212
268,0,0,0,0,0,0,0,20201015,20201212
269,0,0,0,0,0,0,0,20201015,20201212
270,0,0,0,0,0,0,0,20201015,20201212
271,1,1,1,1,1,1,0,20201015,20201212
272,1,1,1,1,1,1,1,20201015,20201212
273,0,0,0,0,0,1,1,20201015,20201212
274,0,0,0,0,0,0,0,20201015,20201212
275,0,0,0,0,0,0,0,20201015,20201212
276,0,0,0,0,0,0,0,20201015,20201212
277,0,0,0,0,0,0,0,20201015,20201212
278,0,0,0,0,0,0,0,20201015,20201212
279,1,0,0,0,0,0,0,20201015,20201212
280,0,0,0,0,0,0,0,20201015,20201212
281,0,0,0,0,0,0,0,20201015,20201212
282,1,1,1,1,1,1,1,20201015,20201212
283,0,0,0,0,0,0,0,20201015,20201212
284,0,0,0,0,0,0,0,20201015,20201212
285,1,1,1,1,1,1,1,20201015,20201212
286,0,0,0,0,0,0,0,20201015,20201212
287,1,1,1,1,1,1,1,20201015,20201212
288,1,1,1,1,1,1,1,20201015,20201212
289,0,0,0,0,0,0,0,20201015,20201212
290,1,1,1,1,1,1,1,20201015,20201212
291,0,0,0,0,0,0,0,20201015,20201212
292,1,1,1,1,1,0,1,20201015,20201212
293,0,0,0,0,0,0,0,20201015,20201212
294,1,1,1,1,1,1,1,20201015,20201212
295,0,0,0,0,0,0,0,20201015,20201212
296,1,1,1,1,1,0,0,20201015,20201212
297,0,0,0,0,0,0,0,20201015,20201212
298,1,1,1,1,1,1,0,20201015,20201212
299,0,0,0,0,0,0,0,20201015,20201212
300,1,1,1,1,1,0,1,20201015,20201212
301,0,0,0,0,0,0,0,20201015,20201212
302,0,0,0,0,0,0,0,20201015,20201212
303,0,0,0,0,0,0,0,20201015,20201212
304,0,0,0,0,0,1,1,20201015,20201212
305,1,1,1,1,1,1,1,20201015,20201212
306,0,0,0,0,0,1,1,20201015,20201212
307,0,0,0,0,0,0,0,20201015,20201212
308,0,0,0,0,0,0,0,20201015,20201212
309,1,1,1,1,1,0,0,20201015,20201212
310,1,1,1,1,1,0,0,20201015,20201212
311,1,1,1,1,1,1,1,20201015,20201212
312,1,1,1,1,1,1,0,20201015,20201212
313,1,1,1,1,1,1,1,20201015,20201212
314,1,1,1,1,1,1,1,20201015,20201212
315,0,0,0,0,0,0,1,20201015,20201212
316,1,1,1,1,1,1,1,20201015,20201212
317,1,1,1,1,1,1,1,20201015,20201212
318,1,1,1,1,1,1,1,20201015,20201212
319,1,1,1,1,1,1,1,20201015,20201212
320,1,1,1,1,1,1,1,20201015,20201212
321,1,1,1,1,1,1,1,20201015,20201212
322,0,0,0,0,0,0,0,20201015,20201212
323,1,1,1,1,1,1,1,20201015,20201212
324,1,1,1,1,1,0,0,20201015,20201212
325,1,1,1,1,1,1,1,20201015,20201212
326,1,1,1,1,1,1,1,20201015,20201212
327,0,0,0,0,0,0,0,20201015,20201212
328,0,0,0,0,0,0,0,20201015,20201212
329,1,1,1,1,1,1,1,20201015,20201212
330,0,0,0,0,0,0,0,20201015,20201212
331,1,1,1,1,1,1,1,20201015,20201212
332,1,1,1,1,1,1,1,20201015,20201212
333,1,1,1,1,1,1,1,20201015,20201212
334,0,0,0,0,0,0,0,20201015,20201212
335,0,0,0,0,0,0,0,20201015,20201212
336,1,1,1,1,0,0,1,20201015,20201212
337,1,1,1,1,1,1,1,20201015,20201212
338,1,1,1,1,1,0,1,20201015,20201212
339,0,0,0,0,1,1,0,20201015,20201212
340,0,0,0,0,0,0,0,20201015,20201212
341,1,1,1,1,1,0,0,20201015,20201212
342,0,0,0,0,0,0,0,20201015,20201212
343,0,0,0,0,0,0,0,20201015,20201212
344,1,1,1,1,0,0,0,20201015,20201212
345,0,0,0,0,0,0,0,20201015,20201212
346,0,0,0,0,0,0,0,20201015,20201212
347,0,0,0,0,0,0,0,20201015,20201212
348,0,0,0,0,0,0,0,20201015,20201212
349,0,0,0,0,0,0,0,20201015,20201212
350,0,0,0,0,0,0,0,20201015,20201212
351,1,1,1,1,1,1,1,20201015,20201212
352,1,1,1,1,1,1,1,20201015,20201212
353,0,0,0,0,0,0,0,20201015,20201212
354,1,1,1,1,1,1,1,20201015,20201212
355,1,1,1,1,0,0,1,20201015,20201212
356,0,0,0,0,0,0,0,20201015,20201212
357,1,1,1,1,1,1,1,20201015,20201212
358,0,0,0,0,1,1,1,20201015,20201212
359,1,1,1,1,0,0,0,20201015,20201212
360,0,0,0,0,0,0,1,20201015,20201212
361,0,1,1,1,1,0,0,20201015,20201212
362,1,0,0,0,0,0,0,20201015,20201212
363,1,1,1,1,0,0,0,20201015,20201212
364,1,1,1,1,1,1,1,20201015,20201212
365,0,0,0,0,0,0,0,20201015,20201212
366,1,1,1,1,1,1,0,20201015,20201212
367,0,0,0,0,0,0,0,20201015,20201212
368,0,0,0,0,0,0,0,20201015,20201212
369,1,1,1,1,1,1,1,20201015,20201212
370,0,0,0,0,0,0,0,20201015,20201212
371,0,0,0,0,0,0,0,20201015,20201212
372,0,0,0,0,0,0,0,20201015,20201212
373,1,1,1,1,1,1,1,20201015,20201212
374,1,1,1,1,1,1,1,20201015,20201212
375,0,0,0,0,0,0,0,20201015,20201212
376,1,1,1,1,1,1,1,20201015,20201212
377,0,0,0,0,0,0,0,20201015,20201212
378,1,1,1,1,1,1,1,20201015,20201212
379,0,0,0,0,0,0,0,20201015,20201212
380,0,0,0,0,0,0,0,20201015,20201212
381,1,1,1,1,1,1,1,20201015,20201212
382,0,0,0,0,1,1,1,20201015,20201212
383,0,0,0,0,0,0,0,20201015,20201212
384,0,0,0,0,0,0,0,20201015,20201212
385,1,1,1,1,0,0,0,20201015,20201212
386,0,0,0,0,0,0,0,20201015,20201212
387,1,1,1,1,1,1,1,20201015,20201212
388,0,0,0,0,0,0,0,20201015,20201212
389,1,1,1,1,1,1,1,20201015,20201212
390,1,1,1,1,1,1,0,20201015,20201212
391,1,1,1,1,1,1,1,20201015,20201212
392,1,1,1,1,1,1,1,20201015,20201212
393,1,1,1,1,1,1,1,20201015,20201212
394,1,1,1,1,1,1,1,20201015,20201212
395,0,0,0,0,0,0,0,20201015,20201212
396,0,0,0,0,0,0,0,20201015,20201212
397,0,0,0,0,0,0,0,20201015,20201212
398,1,1,1,1,1,1,1,20201015,20201212
399,1,1,1,1,1,0,0,20201015,20201212
400,1,1,1,1,1,1,1,20201015,20201212
401,0,1,1,1,1,1,1,20201015,20201212
402,0,0,0,0,0,0,1,20201015,20201212
403,0,0,0,0,0,1,0,20201015,20201212
404,0,0,0,0,0,0,0,20201015,20201212
405,0,0,0,0,0,1,0,20201015,20201212
406,0,0,0,0,0,1,0,20201015,20201212
407,0,0,0,0,0,0,0,20201015,20201212
408,0,0,0,0,0,0,0,20201015,20201212
409,0,0,0,0,0,0,0,20201015,20201212
410,0,0,0,0,0,0,0,20201015,20201212
411,0,0,0,0,0,0,0,20201015,20201212
412,0,0,0,0,0,0,0,20201015,20201212
413,0,0,0,0,0,0,0,20201015,20201212
414,0,0,0,0,0,0,0,20201015,20201212
415,0,0,0,0,0,0,0,20201015,20201212
416,0,0,0,0,0,0,0,20201015,20201212
417,0,0,0,0,0,0,0,20201015,20201212
418,0,0,0,0,0,0,0,20201015,20201212
419,0,0,0,0,0,0,0,20201015,20201212
420,0,0,0,0,0,1,0,20201015,20201212
421,0,0,0,0,0,0,0,20201015,20201212
422,0,0,0,0,0,0,0,20201015,20201212
423,0,0,0,0,0,0,0,20201015,20201212
424,0,0,0,0,0,0,0,20201015,20201212
425,1,0,0,0,0,0,0,20201015,20201212
426,0,0,0,0,0,0,0,20201015,20201212
427,0,0,0,0,0,0,1,20201015,20201212
428,0,0,0,0,0,0,0,20201015,20201212
429,0,0,0,0,0,0,0,20201015,20201212
430,0,0,0,0,0,1,0,20201015,20201212
431,0,0,0,0,0,1,0,20201015,20201212
432,0,0,0,0,0,0,0,20201015,20201212
433,0,0,0,0,0,0,0,20201015,20201212
434,0,0,0,0,0,0,0,20201015,20201212
435,0,0,0,0,0,0,0,20201015,20201212
436,0,0,0,0,0,0,0,20201015,20201212
437,1,0,1,1,1,1,1,20201015,20201212
438,0,0,0,0,0,1,0,20201015,20201212
439,0,0,0,0,0,0,0,20201015,20201212
440,0,1,0,0,0,0,0,20201015,20201212
441,1,1,1,1,1,1,1,20201015,20201212
442,1,1,1,1,1,1,1,20201015,20201212
443,0,0,0,0,0,1,1,20201015,20201212
444,1,1,1,1,1,1,1,20201015,20201212
445,1,1,1,1,1,1,1,20201015,20201212
446,1,1,1,1,1,1,1,20201015,20201212
447,0,0,0,0,0,0,0,20201015,20201212
448,0,0,0,0,0,0,0,20201015,20201212
449,0,0,0,0,0,0,0,20201015,20201212
450,0,0,0,0,0,1,1,20201015,20201212
451,1,1,1,1,1,1,1,20201015,20201212
452,1,1,1,1,1,1,1,20201015,20201212
453,0,0,0,0,0,0,0,20201015,20201212
454,0,0,0,0,0,1,1,20201015,20201212
455,1,1,1,1,1,1,1,20201015,20201212
456,1,1,1,1,1,1,1,20201015,20201212
457,1,1,1,1,1,1,1,20201015,20201212
458,1,1,1,1,1,1,1,20201015,20201212
459,0,0,0,0,0,0,0,20201015,20201212
460,0,0,0,0,0,0,0,20201015,20201212
461,1,1,1,1,1,1,1,20201015,20201212
462,1,1,1,1,1,1,1,20201015,20201212
463,1,1,1,1,1,1,1,20201015,20201212
464,1,1,1,1,1,1,1,20201015,20201212
465,1,1,1,1,1,1,1,20201015,20201212
466,1,1,1,1,1,0,0,20201015,20201212
467,0,0,0,0,0,0,0,20201015,20201212
468,1,1,1,1,1,1,1,20201015,20201212
469,0,0,0,0,0,0,0,20201015,20201212
470,1,1,1,1,1,1,1,20201015,20201212
471,0,0,0,0,0,1,1,20201015,20201212
472,1,1,1,1,1,1,1,20201015,20201212
473,1,1,1,1,1,1,1,20201015,20201212
474,0,0,0,0,0,0,0,20201015,20201212
475,0,0,0,0,0,0,0,20201015,20201212
476,1,1,1,1,1,1,1,20201015,20201212
477,1,1,1,1,1,1,1,20201015,20201212
478,1,1,1,1,1,1,1,20201015,20201212
479,0,0,0,0,0,0,0,20201015,20201212
480,1,0,1,1,1,1,1,20201015,20201212
481,0,0,0,0,0,1,1,20201015,20201212
482,0,0,0,0,0,0,0,20201015,20201212
483,0,0,0,0,0,0,0,20201015,20201212
484,0,0,0,0,0,0,0,20201015,20201212
485,0,0,0,0,0,0,0,20201015,20201212
486,0,0,0,0,0,0,0,20201015,20201212
487,1,1,1,1,0,0,0,20201015,20201212
488,0,0,0,0,0,0,0,20201015,20201212
489,0,0,0,0,0,0,0,20201015,20201212
490,1,1,1,1,1,0,0,20201015,20201212
491,1,1,1,1,1,0,0,20201015,20201212
492,1,1,1,1,1,0,0,20201015,20201212
493,1,1,1,1,1,0,0,20201015,20201212
494,0,0,0,0,0,0,0,20201015,20201212
495,0,0,0,0,0,0,0,20201015,20201212
496,0,0,0,0,0,0,0,20201015,20201212
497,0,0,0,0,0,0,0,20201015,20201212
498,1,1,1,1,1,1,1,20201015,20201212
499,0,0,0,0,0,0,0,20201015,20201212
500,1,1,1,1,1,1,1,20201015,20201212
501,0,0,0,0,0,0,0,20201015,20201212
502,1,1,1,1,1,1,1,20201015,20201212
503,0,0,0,0,0,0,0,20201015,20201212
504,0,0,0,0,0,0,0,20201015,20201212
505,1,1,1,1,1,1,1,20201015,20201212
506,1,1,1,1,0,1,1,20201015,20201212
507,0,0,0,0,0,0,0,20201015,20201212
508,1,1,1,1,1,0,0,20201015,20201212
509,1,1,1,1,1,0,0,20201015,20201212
510,1,1,1,1,1,0,0,20201015,20201212
511,1,1,1,1,1,0,1,20201015,20201212
512,0,0,1,0,0,0,0,20201015,20201212
513,0,0,1,0,0,0,0,20201015,20201212
514,0,1,0,0,1,0,0,20201015,20201212
515,1,0,0,0,0,0,0,20201015,20201212
516,0,1,1,1,1,0,0,20201015,20201212
517,1,0,1,1,0,0,0,20201015,20201212
518,0,0,0,0,0,1,1,20201015,20201212
519,0,0,1,1,1,0,0,20201015,20201212
520,0,0,0,0,0,0,0,20201015,20201212
521,0,0,0,0,0,0,0,20201015,20201212
522,0,0,0,0,0,1,1,20201015,20201212
523,1,1,1,1,1,1,0,20201015,20201212
524,1,1,1,1,1,1,1,20201015,20201212
525,0,0,0,0,0,1,1,20201015,20201212
526,0,0,1,0,1,0,0,20201015,20201212
527,1,1,0,1,0,0,0,20201015,20201212
528,1,1,1,0,0,0,0,20201015,20201212
529,0,0,0,1,1,0,0,20201015,20201212
530,1,1,0,1,1,0,0,20201015,20201212
531,0,0,0,0,0,0,0,20201015,20201212
532,0,0,0,0,0,0,0,20201015,20201212
533,0,0,0,0,0,0,0,20201015,20201212
534,0,0,0,0,0,0,0,20201015,20201212
535,0,0,0,0,0,0,0,20201015,20201212
536,1,1,1,1,1,0,0,20201015,20201212
537,1,1,1,0,0,0,0,20201015,20201212
538,0,0,0,1,1,0,0,20201015,20201212
539,1,1,1,0,0,1,1,20201015,20201212
540,1,1,1,0,1,0,0,20201015,20201212
541,0,0,0,1,0,0,0,20201015,20201212
542,0,0,0,0,0,0,0,20201015,20201212
543,0,1,0,1,0,0,0,20201015,20201212
544,0,0,0,0,0,0,0,20201015,20201212
545,1,0,1,0,1,0,0,20201015,20201212
546,0,0,0,0,0,0,0,20201015,20201212
547,0,0,0,0,0,0,0,20201015,20201212
548,1,1,0,1,0,0,0,20201015,20201212
549,0,0,1,0,1,0,0,20201015,20201212
550,0,0,0,0,0,0,0,20201015,20201212
551,1,1,1,1,1,0,0,20201015,20201212
552,0,0,0,0,0,0,0,20201015,20201212
553,0,0,0,0,0,0,0,20201015,20201212
554,1,1,1,1,1,0,1,20201015,20201212
555,0,0,0,0,0,0,0,20201015,20201212
556,1,1,1,1,1,1,1,20201015,20201212
557,0,1,1,0,0,0,0,20201015,20201212
558,1,0,1,0,1,0,0,20201015,20201212
559,0,1,0,1,0,0,0,20201015,20201212
560,0,0,0,0,0,0,0,20201015,20201212
561,0,0,0,0,0,0,0,20201015,20201212
562,0,0,1,0,0,0,0,20201015,20201212
563,0,0,0,0,0,0,0,20201015,20201212
564,1,0,0,1,0,0,0,20201015,20201212
565,1,0,0,1,0,0,0,20201015,20201212
566,0,0,0,1,0,0,0,20201015,20201212
567,0,0,0,0,0,1,1,20201015,20201212
568,1,1,1,1,1,1,1,20201015,20201212
569,1,1,1,1,1,0,0,20201015,20201212
570,0,0,0,0,0,0,0,20201015,20201212
571,0,0,0,0,0,0,0,20201015,20201212
572,1,1,1,1,1,1,0,20201015,20201212
573,1,1,1,1,0,0,0,20201015,20201212
574,1,1,1,1,1,1,0,20201015,20201212
575,1,1,1,1,1,1,0,20201015,20201212
576,0,0,0,0,0,1,0,20201015,20201212
577,1,1,1,1,1,0,0,20201015,20201212
578,0,0,0,0,0,0,0,20201015,20201212
579,0,0,0,0,0,0,0,20201015,20201212
