Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
Falkensee, Bahnhof/Süd;Falkensee, Bahnhof/Süd;Bauwerk;2354;;13,090220;52,559261;210032;900210032
Falkensee, Essener Str.;Bushalt Seegefelder Straße vor Düsseldorfer Straße;Zugang und ÖV;2;0;13,113906;52,554021;;302395002
Falkensee, Essener Str.;Bushalt Seegefelder Straße vor Essener Straße;Zugang und ÖV;1;0;13,114082;52,553825;;302395001
Falkensee, Essener Str.;Falkensee, Essener Str.;Bauwerk;2395;;13,114219;52,553837;210146;900210146
Falkensee, Essener Str.;Seegefelder Straße Ecke Essener Straße;Zugang;3;0;13,115138;52,553478;;302395003
Falkensee, Falkenhagener Anger;Bushalt Bahnhofsstraße hinter Falkenhagener Straße;Zugang und ÖV;2;0;13,102797;52,566643;;301013002
Falkensee, Falkenhagener Anger;Bushalt Bahnhofsstraße vor Falkenhagener Straße;Zugang und ÖV;1;0;13,102846;52,566455;;301013001
Falkensee, Falkenhagener Anger;Bushalt Falkenhagener Straße hinter Schönwalder Straße;Zugang und ÖV;3;0;13,101207;52,567404;;301013003
Falkensee, Falkenhagener Anger;Bushalt Falkenhagener Straße vor Schönwalder Straße;Zugang und ÖV;4;0;13,101745;52,567221;;301013004
Falkensee, Falkenhagener Anger;Falkensee, Falkenhagener Anger;Bauwerk;1013;;13,102847;52,566597;210125;900210125
Falkensee, Finkenkrug Bhf;Bahnsteig Gleis 1;ÖV;1;1;13,050845;52,569810;;300533001
Falkensee, Finkenkrug Bhf;Bahnsteig Gleis 1 Rampe zum Zugang am Parkplatz;Zwischenpunkt;13;1;13,051763;52,569597;;300533013
Falkensee, Finkenkrug Bhf;Bahnsteig Gleis 1 Treppe zur Unterführung;Zwischenpunkt;12;1;13,052060;52,569567;;300533012
Falkensee, Finkenkrug Bhf;Bahnsteig Gleis 2;ÖV;2;1;13,050794;52,569723;;300533002
Falkensee, Finkenkrug Bhf;Bahnsteig Gleis 2 Rampe zum Zugang am Supermarkt;Zwischenpunkt;15;1;13,051640;52,569477;;300533015
Falkensee, Finkenkrug Bhf;Bahnsteig Gleis 2 Treppe zum Zugang am Supermarkt;Zwischenpunkt;14;1;13,051823;52,569430;;300533014
Falkensee, Finkenkrug Bhf;Bushalt Karl-Marx-Straße hinter Am Schlaggraben;Zugang und ÖV;10;0;13,051963;52,568808;;300533010
Falkensee, Finkenkrug Bhf;Bushalt Karl-Marx-Straße vor Am Schlaggraben;Zugang und ÖV;11;0;13,051818;52,568849;;300533011
Falkensee, Finkenkrug Bhf;Falkensee, Finkenkrug Bhf;Bauwerk;533;;13,051784;52,569498;210011;900210011
Falkensee, Finkenkrug Bhf;Podest Karl-Marx-Straße Rampe zum Zugang Karl-Marx-Straße;Zwischenpunkt;23;-1;13,052598;52,569769;;300533023
Falkensee, Finkenkrug Bhf;Podest Karl-Marx-Straße Rampe zur Unterführung;Zwischenpunkt;21;-1;13,052532;52,569777;;300533021
Falkensee, Finkenkrug Bhf;Podest Karl-Marx-Straße Treppe zum Zugang Karl-Marx-Straße;Zwischenpunkt;22;-1;13,052544;52,569797;;300533022
Falkensee, Finkenkrug Bhf;Unterführung Rampe zum Podest;Zwischenpunkt;16;-2;13,052379;52,569559;;300533016
Falkensee, Finkenkrug Bhf;Unterführung Rampe zum Zugang am Supermarkt;Zwischenpunkt;20;-2;13,052103;52,569350;;300533020
Falkensee, Finkenkrug Bhf;Unterführung Treppe zum Bahnsteig Gleis 1;Zwischenpunkt;18;-2;13,052289;52,569508;;300533018
Falkensee, Finkenkrug Bhf;Unterführung Treppe zum Zugang am Supermarkt;Zwischenpunkt;19;-2;13,052081;52,569347;;300533019
Falkensee, Finkenkrug Bhf;Zugang am Parkplatz Rampe zum Bahnsteig Gleis 1;Zugang;3;0;13,052335;52,569610;;300533003
Falkensee, Finkenkrug Bhf;Zugang am Supermarkt Rampe zum Bahnsteig Gleis 2;Zugang;9;0;13,051825;52,569338;;300533009
Falkensee, Finkenkrug Bhf;Zugang am Supermarkt Rampe zur Unterführung;Zugang;7;0;13,051974;52,569265;;300533007
Falkensee, Finkenkrug Bhf;Zugang am Supermarkt Treppe zum Bahnsteig Gleis 2;Zugang;8;0;13,051808;52,569404;;300533008
Falkensee, Finkenkrug Bhf;Zugang am Supermarkt Treppe zur Unterführung;Zugang;6;0;13,051957;52,569280;;300533006
Falkensee, Finkenkrug Bhf;Zugang Karl-Marx-Straße Rampe zum Podest Karl-Marx-Straße;Zugang;5;0;13,052722;52,569871;;300533005
Falkensee, Finkenkrug Bhf;Zugang Karl-Marx-Straße Treppe zum Podest Karl-Marx-Straße;Zugang;4;0;13,052606;52,569903;;300533004
Falkensee, Glienicker Str.;Bushaltestelle Seegefelder Straße hinter Straße 339;Zugang und ÖV;7;0;13,127412;52,550141;;300888007
Falkensee, Glienicker Str.;Bushaltestelle Seegefelder Straße vor Hamburger Straße;Zugang und ÖV;6;0;13,130938;52,549651;;300888006
Falkensee, Glienicker Str.;Falkensee, Glienicker Str.;Bauwerk;888;;13,130084;52,549849;210142;900210142
Falkensee, Haveleck;Bushalt Havelländer Weg hinter Nauener Straße;Zugang und ÖV;1;0;13,073751;52,580322;;301285001
Falkensee, Haveleck;Bushalt Havelländer Weg vor Nauener Straße;Zugang und ÖV;2;0;13,074120;52,580484;;301285002
Falkensee, Haveleck;Bushalt Nauener Straße hinter Innstraße;Zugang und ÖV;3;0;13,074173;52,581050;;301285003
Falkensee, Haveleck;Bushalt Nauener Straße vor Havelländer Weg;Zugang und ÖV;4;0;13,074920;52,580630;;301285004
Falkensee, Haveleck;Falkensee, Haveleck;Bauwerk;1285;;13,074378;52,580897;210132;900210132
Falkensee, Parkstr.;Bushalt Finkenkruger Straße hinter Rudolf- Breitscheid- Str.;Zugang und ÖV;3;0;13,051963;52,562230;;301293003
Falkensee, Parkstr.;Bushalt Rudolf-Breitscheid-Straße hinter Parkstraße;Zugang und ÖV;1;0;13,050613;52,563243;;301293001
Falkensee, Parkstr.;Bushalt Rudolf-Breitscheid-Straße vor Parkstraße;Zugang und ÖV;2;0;13,050725;52,563227;;301293002
Falkensee, Parkstr.;Falkensee, Parkstr.;Bauwerk;1293;;13,050732;52,563292;210108;900210108
Falkenseer Chaussee/Stadtrandstr. (Berlin);Bushaltestelle Falkenseer Chaussee hinter Stadtrandstraße;Zugang und ÖV;2;0;13,154087;52,553266;;300466002
Falkenseer Chaussee/Stadtrandstr. (Berlin);Bushaltestelle Falkenseer Chaussee hinter Stadtrandstraße;Zugang und ÖV;4;0;13,154134;52,553374;;300466004
Falkenseer Chaussee/Stadtrandstr. (Berlin);Bushaltestelle Stadtrandstraße hinter Falkenseer Chaussee;Zugang und ÖV;1;0;13,153746;52,553773;;300466001
Falkenseer Chaussee/Stadtrandstr. (Berlin);Bushaltestelle Stadtrandstraße hinter Falkenseer Chaussee;Zugang und ÖV;3;0;13,153407;52,553192;;300466003
Falkenseer Chaussee/Stadtrandstr. (Berlin);Falkenseer Chaussee/Stadtrandstr. (Berlin);Bauwerk;466;;13,153634;52,553441;27302;900027302
Falkenseer Chaussee/Zeppelinstr. (Berlin);Bushaltestelle Falkenseer Chaussee hinter Zeppelinstraße;Zugang und ÖV;3;0;13,185224;52,547352;;300462003
Falkenseer Chaussee/Zeppelinstr. (Berlin);Bushaltestelle Falkenseer Chaussee vor Steigerwaldstraße;Zugang und ÖV;1;0;13,183228;52,547911;;300462001
Falkenseer Chaussee/Zeppelinstr. (Berlin);Bushaltestelle Zeppelinstraße hinter Falkenseer Chaussee;Zugang und ÖV;2;0;13,184836;52,547863;;300462002
Falkenseer Chaussee/Zeppelinstr. (Berlin);Bushaltestelle Zeppelinstraße hinter Falkenseer Chaussee;Zugang und ÖV;4;0;13,184490;52,547098;;300462004
Falkenseer Chaussee/Zeppelinstr. (Berlin);Falkenseer Chaussee/Zeppelinstr. (Berlin);Bauwerk;462;;13,184733;52,547562;27401;900027401
Falkenthal, Ausbau;Bushaltestelle Falkenthal, Ausbau;Zugang und ÖV;1;0;13,317538;52,919685;;301801001
Falkenthal, Ausbau;Bushaltestelle Falkenthal, Ausbau;Zugang und ÖV;2;0;13,317525;52,919641;;301801002
Falkenthal, Ausbau;Falkenthal, Ausbau;Bauwerk;1801;;13,319598;52,920662;203915;900203915
Falkenthal, Großer Berg;Bushaltestelle Falkenthal, Großer Berg;Zugang und ÖV;1;0;13,302316;52,908485;;301802001
Falkenthal, Großer Berg;Bushaltestelle Falkenthal, Großer Berg;Zugang und ÖV;2;0;13,302125;52,908258;;301802002
Falkenthal, Großer Berg;Falkenthal, Großer Berg;Bauwerk;1802;;13,302465;52,908514;203916;900203916
Falkenthal, Kleiner Berg;Bushaltestelle Falkenthal, Kleiner Berg;Zugang und ÖV;1;0;13,296301;52,904536;;301803001
Falkenthal, Kleiner Berg;Bushaltestelle Falkenthal, Kleiner Berg;Zugang und ÖV;2;0;13,296695;52,904675;;301803002
Falkenthal, Kleiner Berg;Falkenthal, Kleiner Berg;Bauwerk;1803;;13,297142;52,904987;203917;900203917
Falkenthal, Schule;Bushaltestelle Falkenthal, Schule;Zugang und ÖV;1;0;13,304286;52,904818;;301836001
Falkenthal, Schule;Bushaltestelle Falkenthal, Schule;Zugang und ÖV;2;0;13,304286;52,904818;;301836002
Falkenthal, Schule;Falkenthal, Schule;Bauwerk;1836;;13,304286;52,904818;203966;900203966
Fanningerstr. (Berlin);Fanningerstr. (Berlin);Bauwerk;1067;;13,498278;52,514394;160526;900160526
Fanningerstr. (Berlin);Tram- und Bushaltestelle Siegfriedstraße vor Fanningerstraße;Zugang und ÖV;1;0;13,498110;52,514177;;301067001
Fehrbellin, Autohaus;Bushaltestelle Fehrbellin, Autohaus;Zugang und ÖV;1;0;12,772567;52,824583;;301899001
Fehrbellin, Autohaus;Bushaltestelle Fehrbellin, Autohaus;Zugang und ÖV;2;0;12,772983;52,825133;;301899002
Fehrbellin, Autohaus;Fehrbellin, Autohaus;Bauwerk;1899;;12,772577;52,824441;205114;900205114
Fehrbellin, Berliner Allee;Bushaltestelle Fehrbellin, Berliner Allee;Zugang und ÖV;1;0;12,774000;52,810600;;301918001
Fehrbellin, Berliner Allee;Bushaltestelle Fehrbellin, Berliner Allee;Zugang und ÖV;2;0;12,776000;52,809800;;301918002
Fehrbellin, Berliner Allee;Fehrbellin, Berliner Allee;Bauwerk;1918;;12,777097;52,809334;205155;900205155
Fehrbellin, Grundschule;Bushaltestelle Fehrbellin, Grundschule;Zugang und ÖV;1;0;12,760950;52,814733;;301900001
Fehrbellin, Grundschule;Bushaltestelle Fehrbellin, Grundschule;Zugang und ÖV;2;0;12,760900;52,814767;;301900002
Fehrbellin, Grundschule;Fehrbellin, Grundschule;Bauwerk;1900;;12,758744;52,814690;205117;900205117
Fehrbellin, Marnholz;Bushaltestelle Fehrbellin, Marnholz;Zugang und ÖV;1;0;12,782783;52,807133;;301896001
Fehrbellin, Marnholz;Bushaltestelle Fehrbellin, Marnholz;Zugang und ÖV;2;0;12,781983;52,807550;;301896002
Fehrbellin, Marnholz;Fehrbellin, Marnholz;Bauwerk;1896;;12,783507;52,806963;205110;900205110
Fehrbellin, Postplatz;Bushaltestelle Fehrbellin, Postplatz;Zugang und ÖV;1;0;12,771900;52,811550;;301898001
Fehrbellin, Postplatz;Bushaltestelle Fehrbellin, Postplatz;Zugang und ÖV;2;0;12,771900;52,811550;;301898002
Fehrbellin, Postplatz;Fehrbellin, Postplatz;Bauwerk;1898;;12,771799;52,811515;205112;900205112
Feldheim (PM);Bushalt Feldheim aus Marzahna;Zugang und ÖV;1;0;12,819507;52,011821;;302585001
Feldheim (PM);Bushalt Feldheim nach Marzahna;Zugang und ÖV;2;0;12,819445;52,011892;;302585002
Feldheim (PM);Feldheim (PM);Bauwerk;2585;;12,819393;52,012127;222066;900222066
Feldtmannstr. (Berlin);Ersatzhaltestelle Hansastraße hinter Feldtmannstraße;Zugang und ÖV;1;0;13,495471;52,559711;;302321001
Feldtmannstr. (Berlin);Ersatzhaltestelle Hansastraße vor Feldtmannstraße;Zugang und ÖV;2;0;13,495180;52,559887;;302321002
Feldtmannstr. (Berlin);Feldtmannstr. (Berlin);Bauwerk;2321;;13,495328;52,559826;150501;900150501
Feldtmannstr. (Berlin);Tramsteig Hansastraße hinter  Feldtmannstaße;Zugang und ÖV;3;0;13,495399;52,559816;;302321003
Feldtmannstr. (Berlin);Tramsteig Hansastraße vor Feldtmannstraße;Zugang und ÖV;4;0;13,495371;52,559842;;302321004
Ferch, Hohe Eichen;Bushalt Glindower Weg hinter Hohe Eichen;Zugang und ÖV;2;0;12,920290;52,315858;;302583002
Ferch, Hohe Eichen;Bushalt Glindower Weg vor Hohe Eichen;Zugang und ÖV;1;0;12,920391;52,315921;;302583001
Ferch, Hohe Eichen;Ferch, Hohe Eichen;Bauwerk;2583;;12,920300;52,315866;220596;900220596
Ferch, Kammeroder Weg;Bushalt Glindower Weg hinter Fercher Heideweg;Zugang und ÖV;2;0;12,919855;52,312116;;302584002
Ferch, Kammeroder Weg;Bushalt Glindower Weg vor Fercher Heideweg;Zugang und ÖV;1;0;12,920096;52,312386;;302584001
Ferch, Kammeroder Weg;Ferch, Kammeroder Weg;Bauwerk;2584;;12,919976;52,312256;220591;900220591
Ferch, Mittelbusch;Bushalt Fercher Straße vor Mittelbusch;Zugang und ÖV;2;0;12,926391;52,324426;;302586002
Ferch, Mittelbusch;Bushalt Mittelbusch vor Fercher Straße;Zugang und ÖV;1;0;12,926370;52,324480;;302586001
Ferch, Mittelbusch;Ferch, Mittelbusch;Bauwerk;2586;;12,926419;52,324437;220595;900220595
Ferch, Neue Scheune;Bushalt Fercher Straße vor Glindower Weg;Zugang und ÖV;2;0;12,926841;52,318965;;302587002
Ferch, Neue Scheune;Bushalt Fercher Straße vor Neue Scheune;Zugang und ÖV;1;0;12,926581;52,318455;;302587001
Ferch, Neue Scheune;Ferch, Neue Scheune;Bauwerk;2587;;12,926718;52,318603;220594;900220594
Ferch, Potsdamer Platz;Bushalt Dorfstraße hinter Beelitzer Straße;Zugang und ÖV;2;0;12,930236;52,311703;;302589002
Ferch, Potsdamer Platz;Bushalt Dorfstraße vor Beelitzer Straße;Zugang und ÖV;1;0;12,929633;52,311541;;302589001
Ferch, Potsdamer Platz;Ferch, Potsdamer Platz;Bauwerk;2589;;12,929831;52,311630;220590;900220590
Ferch, Strandbad;Bushalt Dorfstraße hinter Terrassenweg;Zugang und ÖV;2;0;12,940996;52,313736;;302590002
Ferch, Strandbad;Bushalt Dorfstraße vor Schwarzer Weg;Zugang und ÖV;1;0;12,939168;52,313775;;302590001
Ferch, Strandbad;Ferch, Strandbad;Bauwerk;2590;;12,939768;52,313784;220588;900220588
Ferch-Lienewitz, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;12,964146;52,303738;;300708001
Ferch-Lienewitz, Bahnhof;Bahnsteig Gleis 2;ÖV;7;0;12,964155;52,303736;;300708007
Ferch-Lienewitz, Bahnhof;Bushalt Am Bahnhof Lienewitz vor Straße Am Lienewitzsee;Zugang und ÖV;6;0;12,964746;52,303411;;300708006
Ferch-Lienewitz, Bahnhof;Ferch-Lienewitz, Bahnhof;Bauwerk;708;;12,964135;52,303833;220303;900220303
Ferch-Lienewitz, Bahnhof;Zugang;Zugang;2;0;12,964140;52,303419;;300708002
Fermerswalde, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;13,174224;51,642652;;300710001
Fermerswalde, Bahnhof;Bahnsteig Gleis 1, Übergang zu Bahnsteig Gleis 2;Zwischenpunkt;5;0;13,173591;51,643053;;300710005
Fermerswalde, Bahnhof;Bahnsteig Gleis 2;ÖV;2;0;13,174068;51,642924;;300710002
Fermerswalde, Bahnhof;Bahnsteig Gleis 2, Übergang zu Bahnsteig Gleis 1;Zwischenpunkt;4;0;13,173699;51,643131;;300710004
Fermerswalde, Bahnhof;Bushaltestelle Am Fermerswalder Bahnof Richtung B87;Zugang und ÖV;11;0;13,173348;51,642820;;300710011
Fermerswalde, Bahnhof;Bushaltestelle Am Fermerswalder Bahnof Richtung Züllsdorf;Zugang und ÖV;12;0;13,173412;51,642863;;300710012
Fermerswalde, Bahnhof;Bushaltestelle 1: An der B 87, hinter Straße Am Fermerswalder Bahnhof;Zugang und ÖV;9;1;13,177977;51,643032;;300710009
Fermerswalde, Bahnhof;Bushaltestelle 2: An der B 87, vor Straße Am Fermerswalder Bahnhof;Zugang und ÖV;10;1;13,179128;51,643610;;300710010
Fermerswalde, Bahnhof;Fermerswalde, Bahnhof;Bauwerk;710;;13,173707;51,643071;415464;900415464
Fermerswalde, Bahnhof;Zugang Herzberger Str.;Zugang;3;0;13,173512;51,642807;;300710003
Fichtengrund;Bushaltestelle Fichtengrund;Zugang und ÖV;1;0;13,267188;52,787814;;301624001
Fichtengrund;Bushaltestelle Fichtengrund;Zugang und ÖV;2;0;13,266602;52,787561;;301624002
Fichtengrund;Fichtengrund;Bauwerk;1624;;13,266753;52,787526;203601;900203601
Fichtenwalde, Am Lönsberg;Bushalt Klaistower Straße hinter Am Lönsberg;Zugang und ÖV;1;0;12,876526;52,282892;;302591001
Fichtenwalde, Am Lönsberg;Bushalt Klaistower Straße vor Am Lönsberg;Zugang und ÖV;2;0;12,876850;52,282918;;302591002
Fichtenwalde, Am Lönsberg;Fichtenwalde, Am Lönsberg;Bauwerk;2591;;12,876685;52,282903;220969;900220969
Fichtenwalde, Brücker Weg;Bushalt Berliner Allee hinter Brücker Weg;Zugang und ÖV;1;0;12,897534;52,271372;;302593001
Fichtenwalde, Brücker Weg;Bushalt Berliner Allee hinter Brücker Weg;Zugang und ÖV;1;0;12,897534;52,271372;;302595001
Fichtenwalde, Brücker Weg;Bushalt Berliner Allee vor Brücker Weg;Zugang und ÖV;2;0;12,897571;52,271323;;302593002
Fichtenwalde, Brücker Weg;Bushalt Berliner Allee vor Brücker Weg;Zugang und ÖV;2;0;12,897571;52,271323;;302595002
Fichtenwalde, Brücker Weg;Fichtenwalde, Brücker Weg;Bauwerk;2593;;12,898021;52,270769;220965;900220965
Fichtenwalde, Brücker Weg;Fichtenwalde, Brücker Weg;Bauwerk;2595;;12,898021;52,270769;220965;900220965
Fichtenwalde, Mittelstr.;Bushalt Berliner Allee hinter Mittelstraße;Zugang und ÖV;2;0;12,893211;52,276404;;302592002
Fichtenwalde, Mittelstr.;Bushalt Berliner Straße vor Mittelstraße;Zugang und ÖV;1;0;12,892975;52,276711;;302592001
Fichtenwalde, Mittelstr.;Fichtenwalde, Mittelstr.;Bauwerk;2592;;12,892910;52,276704;220966;900220966
Fichtenwalde, Schmerberger Str.;Bushalt  Berliner Allee vor Schmerberger Straße;Zugang und ÖV;1;0;12,887161;52,283604;;302594001
Fichtenwalde, Schmerberger Str.;Bushalt Berliner Allee hinter Schmerberger Straße;Zugang und ÖV;2;0;12,887189;52,283490;;302594002
Fichtenwalde, Schmerberger Str.;Fichtenwalde, Schmerberger Str.;Bauwerk;2594;;12,886953;52,283633;220968;900220968
Fichtenwalde, Schule;Bushalt Berliner Allee hinter Eichenstraße;Zugang und ÖV;2;0;12,889855;52,280369;;302596002
Fichtenwalde, Schule;Bushalt Berliner Allee vor Eichenstraße;Zugang und ÖV;1;0;12,890104;52,280106;;302596001
Fichtenwalde, Schule;Fichtenwalde, Schule;Bauwerk;2596;;12,890004;52,280195;220967;900220967
Finow, Kleiner Stern;Bushalt Eberswalder Straße hinter Schönholzer Straße;Zugang und ÖV;2;0;13,737899;52,838282;;301345002
Finow, Kleiner Stern;Bushalt Eberswalder Straße vor Schönholzer Straße;Zugang und ÖV;1;0;13,737695;52,838360;;301345001
Finow, Kleiner Stern;Bushalt Schönholzer Straße hinter Fritz-Weineck-Straße;Zugang und ÖV;3;0;13,736930;52,837439;;301345003
Finow, Kleiner Stern;Finow, Kleiner Stern;Bauwerk;1345;;13,737710;52,838333;350429;900350429
Finsterwalde, Bahnhof;Bahnhofshalle Treppe zum Bahnsteig Gleis 1;Zwischenpunkt;18;1;13,710494;51,636861;;300718018
Finsterwalde, Bahnhof;Bahnhofshalle Treppe zum Zugang Bahnhofstraße;Zwischenpunkt;19;1;13,710600;51,636768;;300718019
Finsterwalde, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;13,710303;51,636918;;300718001
Finsterwalde, Bahnhof;Bahnsteig Gleis 1 Aufzug zur Überführung;Zwischenpunkt;21;0;13,710942;51,637139;;300718021
Finsterwalde, Bahnhof;Bahnsteig Gleis 1 Treppe zur Bahnhofshalle;Zwischenpunkt;17;0;13,710416;51,636934;;300718017
Finsterwalde, Bahnhof;Bahnsteig Gleis 1 Treppe zur Überführung;Zwischenpunkt;13;0;13,710840;51,637124;;300718013
Finsterwalde, Bahnhof;Bahnsteig Gleis 2;ÖV;2;0;13,710356;51,637017;;300718002
Finsterwalde, Bahnhof;Bahnsteig Gleis 2 Aufzug zur Überführung;Zwischenpunkt;25;0;13,710845;51,637240;;300718025
Finsterwalde, Bahnhof;Bahnsteig Gleis 2 Treppe zur Überführung;Zwischenpunkt;14;0;13,710758;51,637200;;300718014
Finsterwalde, Bahnhof;Bahnsteig Gleis 3;ÖV;15;0;13,712304;51,637524;;300718015
Finsterwalde, Bahnhof;Bushalt Finsterwalde Bahnhof Position 8;Zugang und ÖV;12;0;13,711975;51,637117;;300718012
Finsterwalde, Bahnhof;Bussteig Position 1;Zugang und ÖV;5;0;13,711481;51,636771;;300718005
Finsterwalde, Bahnhof;Bussteig Position 2;Zugang und ÖV;6;0;13,711547;51,636816;;300718006
Finsterwalde, Bahnhof;Bussteig Position 3;Zugang und ÖV;7;0;13,711667;51,636858;;300718007
Finsterwalde, Bahnhof;Bussteig Position 4;Zugang und ÖV;8;0;13,711763;51,636897;;300718008
Finsterwalde, Bahnhof;Bussteig Position 5;Zugang und ÖV;9;0;13,711864;51,636936;;300718009
Finsterwalde, Bahnhof;Bussteig Position 6;Zugang und ÖV;10;0;13,711943;51,636981;;300718010
Finsterwalde, Bahnhof;Bussteig Position 7;Zugang und ÖV;11;0;13,712002;51,637019;;300718011
Finsterwalde, Bahnhof;Bussteig Position 9;Zugang und ÖV;20;0;13,710868;51,636719;;300718020
Finsterwalde, Bahnhof;Finsterwalde, Bahnhof;Bauwerk;718;;13,710446;51,637000;415005;900415005
Finsterwalde, Bahnhof;Überführung Aufzug zum Bahnsteig Gleis 1;Zwischenpunkt;27;2;13,710931;51,637134;;300718027
Finsterwalde, Bahnhof;Überführung Aufzug zum Bahnsteig Gleis 2;Zwischenpunkt;29;2;13,710852;51,637244;;300718029
Finsterwalde, Bahnhof;Überführung Treppe zum Bahnsteig Gleis 1;Zwischenpunkt;26;2;13,710905;51,637152;;300718026
Finsterwalde, Bahnhof;Überführung Treppe zum Bahnsteig Gleis 2;Zwischenpunkt;28;2;13,710825;51,637233;;300718028
Finsterwalde, Bahnhof;Zugang Bahnhofstraße Rampe zum Bahnsteig Gleis 1 und zur Überführung;Zugang;3;0;13,711021;51,636883;;300718003
Finsterwalde, Bahnhof;Zugang Bahnhofstraße Treppe zur Bahnhofshalle;Zugang;4;0;13,710629;51,636750;;300718004
Finsterwalde, Bahnhof;Zugang Bahnhofstraße Weg zum Bahnsteig Gleis 3;Zugang;16;0;13,712139;51,637300;;300718016
Finsterwalder Str./Dannenwalder Weg (Berlin);Bushaltestelle Finsterwalder Straße vor Steinkirchener Straße;Zugang und ÖV;3;0;13,339361;52,596538;;301065003
Finsterwalder Str./Dannenwalder Weg (Berlin);Bushaltestelle Wilhelmsruher Damm hinter Finsterwalder Straße;Zugang und ÖV;1;0;13,338498;52,595907;;301065001
Finsterwalder Str./Dannenwalder Weg (Berlin);Bushaltestelle Wilhelmsruher Damm vor Dannenwalder Weg;Zugang und ÖV;2;0;13,338983;52,595717;;301065002
Finsterwalder Str./Dannenwalder Weg (Berlin);Finsterwalder Str./Dannenwalder Weg (Berlin);Bauwerk;1065;;13,339172;52,595955;96308;900096308
Firlstr. (Berlin);Ersatzhaltestelle Wilhelminenhofstraße 78 hinter Lauffener Straße;Zugang und ÖV;3;0;13,521296;52,460700;;302374003
Firlstr. (Berlin);Firlstr. (Berlin);Bauwerk;2374;;13,521133;52,460851;181502;900181502
Firlstr. (Berlin);Tram- und Bushaltestelle Wilhelminenhofstraße vor Firlstraße;Zugang und ÖV;2;0;13,521533;52,460657;;302374002
Firlstr. (Berlin);Tram- und Bushaltestelle Wilhelminenhofstraße vor Lauffener Straße;Zugang und ÖV;1;0;13,520031;52,461051;;302374001
Fischerhüttenstr. (Berlin);Bushaltestelle Fischerhüttenstraße hinter Potsdamer Straße;Zugang und ÖV;3;0;13,255156;52,436282;;301068003
Fischerhüttenstr. (Berlin);Bushaltestelle Fischerhüttenstraße vor Potsdamer Straße;Zugang und ÖV;4;0;13,254693;52,436342;;301068004
Fischerhüttenstr. (Berlin);Bushaltestelle Potsdamer Straße hinter Fischerhüttenstraße;Zugang und ÖV;1;0;13,255226;52,435765;;301068001
Fischerhüttenstr. (Berlin);Bushaltestelle Potsdamer Straße vor Fischerhüttenstraße;Zugang und ÖV;2;0;13,254810;52,435431;;301068002
Fischerhüttenstr. (Berlin);Fischerhüttenstr. (Berlin);Bauwerk;1068;;13,255847;52,435918;50391;900050391
Flughafen Schönefeld Parkplatz P1;Bushalt Jürgen-Schumann-Allee;Zugang und ÖV;3;0;13,519268;52,390602;;302383003
Flughafen Schönefeld Parkplatz P1;Bushalt Jürgen-Schumann-Allee hinter Am Seegraben;Zugang und ÖV;1;0;13,518834;52,390429;;302383001
Flughafen Schönefeld Parkplatz P1;Bushalt Jürgen-Schumann-Allee vor Am Seegraben;Zugang und ÖV;2;0;13,518204;52,390165;;302383002
Flughafen Schönefeld Parkplatz P1;Bushalt Parkplatz P1;Zugang und ÖV;4;0;13,518133;52,390158;;302383004
Flughafen Schönefeld Parkplatz P1;Flughafen Schönefeld Parkplatz P1;Bauwerk;2383;;13,518133;52,390158;260033;900260033
Flughafen Schönefeld Terminal (Airport);Bushalt Terminal Position 1;Zugang und ÖV;1;0;13,519459;52,388988;;301007001
Flughafen Schönefeld Terminal (Airport);Bushalt Terminal Position 2;Zugang und ÖV;2;0;13,518429;52,388748;;301007002
Flughafen Schönefeld Terminal (Airport);Bushalt Terminal Position 3;Zugang und ÖV;3;0;13,518955;52,388867;;301007003
Flughafen Schönefeld Terminal (Airport);Bushalt Terminal Position 4 nur Ausstieg;Zugang und ÖV;8;0;13,518545;52,388816;;301007008
Flughafen Schönefeld Terminal (Airport);Bushalt Terminal Position 5 nur Schienenersatzverkehr;Zugang und ÖV;7;0;13,518269;52,388755;;301007007
Flughafen Schönefeld Terminal (Airport);Bushalt Terminal Position 6 nur Schienenersatzverkehr;Zugang und ÖV;5;0;13,518094;52,388713;;301007005
Flughafen Schönefeld Terminal (Airport);Fernbushalt am Flughafen Schönefeld Parkplatz P3;Zugang und ÖV;4;0;13,520350;52,389450;;301007004
Flughafen Schönefeld Terminal (Airport);Flughafen Schönefeld Terminal (Airport);Bauwerk;1007;;13,519529;52,389044;260024;900260024
Flughafen Schönefeld Terminal (Airport);Zugang zur Mittelstraße und zum S-Bahnhof Flughafen Berlin-Schönefeld;Zugang;6;0;13,514591;52,390396;;301007006
Flughafen Tegel (Airport) (Berlin);Bushalt Pos. 1 Flughafen Tegel Haupthalle Ber. A;Zugang und ÖV;4;0;13,291862;52,553649;;301070004
Flughafen Tegel (Airport) (Berlin);Bushalt Pos. 2 Flughafen Tegel Haupthalle Ber. A;Zugang und ÖV;3;0;13,292005;52,553851;;301070003
